Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
SRR28499033_1	(0.0, 0.0011676834325234772)	(1.0, 0.0010606720128312987)	(2.0, 0.0010307717632114255)	(3.0, 0.0009992978162431374)	(4.0, 0.0008907126992025446)	(5.0, 0.0008340595946596265)	(6.0, 0.0008497965681437704)	(7.0, 0.001037066552605083)	(8.0, 0.0011519464590393333)	(9.0, 0.0013030214044871147)	(10.0, 0.0020017430271831037)	(11.0, 0.003244963932430472)	(12.0, 0.003940538160429632)	(13.0, 0.004994915383867273)	(14.0, 0.007780359690560744)	(15.0, 0.012402308802853807)	(16.0, 0.020941190615350287)	(17.0, 0.02658919039880953)	(18.0, 0.034094153053397754)	(19.0, 0.054114730719925626)	(20.0, 0.08670757650293605)	(21.0, 0.10678480727400683)	(22.0, 0.13562595857839735)	(23.0, 0.20452557588667616)	(24.0, 0.29556868858449387)	(25.0, 0.34655333527842325)	(26.0, 0.41493992725111895)	(27.0, 0.5703205086441622)	(28.0, 0.7537160502336784)	(29.0, 0.850117602402847)	(30.0, 0.9690639427854003)	(31.0, 1.1998608222065061)	(32.0, 1.442186608402096)	(33.0, 1.5726618555591332)	(34.0, 1.6951254095153925)	(35.0, 1.9247719161748076)	(36.0, 2.131626564137137)	(37.0, 2.2312982593963104)	(38.0, 2.341726176031897)	(39.0, 2.539240930231387)	(40.0, 2.687700390686104)	(41.0, 2.801719484670772)	(42.0, 2.8543659557646266)	(43.0, 2.913450422710845)	(44.0, 2.9953566486037686)	(45.0, 3.0189227663962743)	(46.0, 3.0196671252420737)	(47.0, 3.0218860385033386)	(48.0, 3.0507602374520455)	(49.0, 2.9872552546541313)	(50.0, 2.8970949861687743)	(51.0, 2.872595665848659)	(52.0, 2.8089584924734776)	(53.0, 2.7643929572637305)	(54.0, 2.7589652751090497)	(55.0, 2.8239731388746994)	(56.0, 2.9833367482565794)	(57.0, 3.0113973456761567)	(58.0, 2.9451021974795033)	(59.0, 2.7981456179925224)	(60.0, 2.5447787712004573)	(61.0, 2.351538178999261)	(62.0, 2.2647078541031487)	(63.0, 2.0652306993101854)	(64.0, 1.6979596384398867)	(65.0, 1.4625030411701259)	(66.0, 1.2530502188855641)	(67.0, 1.1112600877934276)	(68.0, 1.020767769167555)	(69.0, 0.8293778450480938)	(70.0, 0.6325413544057703)	(71.0, 0.5366024692570355)	(72.0, 0.4619714462058314)	(73.0, 0.33591042011109673)	(74.0, 0.2485245800509941)	(75.0, 0.2125687430344221)	(76.0, 0.18688757600564768)	(77.0, 0.14419631433786212)	(78.0, 0.1130575649047866)	(79.0, 0.09892891011072219)	(80.0, 0.08709155865594916)	(81.0, 0.06605279880499719)	(82.0, 0.05011753945495307)	(83.0, 0.0433836885010879)	(84.0, 0.038355725472903925)	(85.0, 0.029198380602480586)	(86.0, 0.021757939539177353)	(87.0, 0.018446880318113475)	(88.0, 0.016182329833745172)	(89.0, 0.011999442281659722)	(90.0, 0.008841031703392042)	(91.0, 0.006489927864860944)	(92.0, 0.0053788975368803844)	(93.0, 0.005001210173260931)	(94.0, 0.003904343121416101)	(95.0, 0.0025572581911733833)	(96.0, 0.001929352949156042)	(97.0, 0.0014588174419801394)	(98.0, 0.0008088804370849962)	(99.0, 0.0004705355071759025)	(100.0, 0.0003115920749860492)
SRR28499033_2	(0.0, 0.0015053931812995397)	(1.0, 0.001193606727432062)	(2.0, 0.0009164632128831927)	(3.0, 0.001166837183413137)	(4.0, 0.0013825682146244727)	(5.0, 0.0017006533847316976)	(6.0, 0.0022580897719493096)	(7.0, 0.0030186597578987636)	(8.0, 0.0035398785267378298)	(9.0, 0.0038863079199239164)	(10.0, 0.004980709866579963)	(11.0, 0.00637587551368393)	(12.0, 0.007023068607317937)	(13.0, 0.008350523054844622)	(14.0, 0.011284150143506802)	(15.0, 0.015737342525007948)	(16.0, 0.022881661419941017)	(17.0, 0.02717896057450843)	(18.0, 0.03451381563569384)	(19.0, 0.05179119428131994)	(20.0, 0.07711360824416293)	(21.0, 0.09249349862256524)	(22.0, 0.1153987802284053)	(23.0, 0.1709755029698132)	(24.0, 0.24951104640509902)	(25.0, 0.295375148704817)	(26.0, 0.3553121577631898)	(27.0, 0.4934036379243437)	(28.0, 0.6665805422199484)	(29.0, 0.7616029754127722)	(30.0, 0.8715549407728562)	(31.0, 1.116787584172107)	(32.0, 1.3845460115237533)	(33.0, 1.5170237608362327)	(34.0, 1.635559301752032)	(35.0, 1.873617707354211)	(36.0, 2.106018291094037)	(37.0, 2.218896010147484)	(38.0, 2.3177575108884336)	(39.0, 2.507841744250579)	(40.0, 2.667139427311901)	(41.0, 2.7814863219282686)	(42.0, 2.82775826610451)	(43.0, 2.8817398389582025)	(44.0, 2.949950211797483)	(45.0, 2.9536711784161134)	(46.0, 2.9431633450491557)	(47.0, 2.942172871920455)	(48.0, 2.923901870788009)	(49.0, 2.8600706804144127)	(50.0, 2.8135200180445623)	(51.0, 2.7912194131977377)	(52.0, 2.741604425377251)	(53.0, 2.7043868857956452)	(54.0, 2.694483729187703)	(55.0, 2.723608993080293)	(56.0, 2.7556552866290662)	(57.0, 2.697015813116081)	(58.0, 2.635455309946914)	(59.0, 2.5965103474365576)	(60.0, 2.585175807563133)	(61.0, 2.6046782077204496)	(62.0, 2.596570185240836)	(63.0, 2.4401730610079166)	(64.0, 1.9947231244958272)	(65.0, 1.5853490852468886)	(66.0, 1.2968033196250173)	(67.0, 1.1285787809729135)	(68.0, 1.0245995732871696)	(69.0, 0.8477253225588334)	(70.0, 0.6695551109641691)	(71.0, 0.5642799424120971)	(72.0, 0.5007290449111695)	(73.0, 0.3876214227149722)	(74.0, 0.30426736135627985)	(75.0, 0.27047002469285725)	(76.0, 0.24283125783284729)	(77.0, 0.19780016075583587)	(78.0, 0.16236673254913897)	(79.0, 0.14432563455944353)	(80.0, 0.13117076569273187)	(81.0, 0.10932524309422924)	(82.0, 0.09295173022900684)	(83.0, 0.0852688710955754)	(84.0, 0.07948192555030781)	(85.0, 0.06896149475087034)	(86.0, 0.06072749794646104)	(87.0, 0.057226986396221625)	(88.0, 0.05572001853586214)	(89.0, 0.05311235001260688)	(90.0, 0.05139909919539569)	(91.0, 0.0504999574521718)	(92.0, 0.05021336586326331)	(93.0, 0.05081174390603927)	(94.0, 0.05208093522834831)	(95.0, 0.05516888086488428)	(96.0, 0.05758601322188721)	(97.0, 0.05982835620323715)	(98.0, 0.06791275849695246)	(99.0, 0.1043713027716682)	(100.0, 0.13498778773401857)
SRR28499036_1	(0.0, 0.054965637639556045)	(1.0, 0.0352512741833341)	(2.0, 0.024751407419975467)	(3.0, 0.02109613628200441)	(4.0, 0.008226368451170037)	(5.0, 0.006349192577384166)	(6.0, 0.0038346873769776993)	(7.0, 0.0029750961423339554)	(8.0, 0.0027528342343108064)	(9.0, 0.0026644650419642532)	(10.0, 0.0031009552950699553)	(11.0, 0.004702312174562039)	(12.0, 0.005778809608601868)	(13.0, 0.007240918063790293)	(14.0, 0.011463894316230119)	(15.0, 0.018980631374314196)	(16.0, 0.03198696977513869)	(17.0, 0.04023743891513053)	(18.0, 0.05308310605714311)	(19.0, 0.08354102101925509)	(20.0, 0.12973400792768058)	(21.0, 0.1583147470160067)	(22.0, 0.194674652885143)	(23.0, 0.2781567611095004)	(24.0, 0.38654291444970457)	(25.0, 0.4478068654346876)	(26.0, 0.5191422264928642)	(27.0, 0.6737722459734511)	(28.0, 0.8485477634547384)	(29.0, 0.9400286225136157)	(30.0, 1.0310301456503705)	(31.0, 1.2142007364045806)	(32.0, 1.4075123614441358)	(33.0, 1.5086549188662361)	(34.0, 1.595527190651525)	(35.0, 1.7500152838534944)	(36.0, 1.8762734368822107)	(37.0, 1.934915768494246)	(38.0, 1.9952638933040012)	(39.0, 2.1004419771765943)	(40.0, 2.181913016811489)	(41.0, 2.257977468587363)	(42.0, 2.29740083979118)	(43.0, 2.3356513108056696)	(44.0, 2.4036527432434993)	(45.0, 2.469632395674612)	(46.0, 2.505861086682385)	(47.0, 2.549745763172546)	(48.0, 2.656040512293882)	(49.0, 2.744048194308108)	(50.0, 2.76964580369116)	(51.0, 2.848093545806077)	(52.0, 2.9973785680768543)	(53.0, 3.137625832039461)	(54.0, 3.2070358158462082)	(55.0, 3.3498672092213737)	(56.0, 3.653286847924734)	(57.0, 3.725811176298119)	(58.0, 3.6377472593433082)	(59.0, 3.4643588703964308)	(60.0, 3.0566100276378667)	(61.0, 2.6775035146168404)	(62.0, 2.5327574554074994)	(63.0, 2.2297689512486176)	(64.0, 1.726723307034394)	(65.0, 1.4535098649876734)	(66.0, 1.2335910794888651)	(67.0, 1.0868285959814352)	(68.0, 0.9835035872938063)	(69.0, 0.7917210170672777)	(70.0, 0.6226011278961697)	(71.0, 0.5419388002639615)	(72.0, 0.4696340559442863)	(73.0, 0.3470820532854983)	(74.0, 0.26160762145187316)	(75.0, 0.22638044795736087)	(76.0, 0.2018566581540356)	(77.0, 0.16083728577935374)	(78.0, 0.12897885301126458)	(79.0, 0.113616002814532)	(80.0, 0.10131661795247991)	(81.0, 0.07931536691250173)	(82.0, 0.06296438847407587)	(83.0, 0.05631527621357612)	(84.0, 0.050217801941663955)	(85.0, 0.03849147790270772)	(86.0, 0.029606357290408825)	(87.0, 0.02635008644515402)	(88.0, 0.023302688236354705)	(89.0, 0.01791752321184203)	(90.0, 0.013608855621369181)	(91.0, 0.010250826312200163)	(92.0, 0.00886369777779063)	(93.0, 0.008057663629417526)	(94.0, 0.006062662165836251)	(95.0, 0.004182808437736847)	(96.0, 0.003491922024845615)	(97.0, 0.0029027940758685937)	(98.0, 0.001845041622023488)	(99.0, 0.000982772533066212)	(100.0, 0.0005891279489770208)
SRR28499036_2	(0.0, 0.04519351152294826)	(1.0, 0.03189071273875582)	(2.0, 0.022473158762065352)	(3.0, 0.021470948310337662)	(4.0, 0.016583493051108004)	(5.0, 0.01478327588580626)	(6.0, 0.010911465534761763)	(7.0, 0.008514758502748099)	(8.0, 0.008189644656477188)	(9.0, 0.008748518045108176)	(10.0, 0.01084698014376588)	(11.0, 0.014420545561454418)	(12.0, 0.01645452226911624)	(13.0, 0.01924888921227118)	(14.0, 0.027040873957607087)	(15.0, 0.03724031330012264)	(16.0, 0.05219823711987609)	(17.0, 0.061954339399294935)	(18.0, 0.07660058382923494)	(19.0, 0.1107348507963892)	(20.0, 0.15730942444316595)	(21.0, 0.18439597555272846)	(22.0, 0.21775373093664063)	(23.0, 0.2948809454590086)	(24.0, 0.3898652395046533)	(25.0, 0.44108007441184216)	(26.0, 0.5032708602447887)	(27.0, 0.6340096167063592)	(28.0, 0.778669156949166)	(29.0, 0.8547807265633488)	(30.0, 0.9382678127726859)	(31.0, 1.125272759769456)	(32.0, 1.3094188544320755)	(33.0, 1.3900470883072618)	(34.0, 1.464022579344706)	(35.0, 1.6005032224962017)	(36.0, 1.7329803976233695)	(37.0, 1.8029524206364858)	(38.0, 1.8660003247914194)	(39.0, 1.9777776894089087)	(40.0, 2.076136718916671)	(41.0, 2.159373924235899)	(42.0, 2.1929815605099203)	(43.0, 2.221258404461615)	(44.0, 2.2637327819975703)	(45.0, 2.2725834019117555)	(46.0, 2.26723648824168)	(47.0, 2.2674702477840403)	(48.0, 2.2542050654779286)	(49.0, 2.227529608735965)	(50.0, 2.214353093842473)	(51.0, 2.206469754793226)	(52.0, 2.1962703154507106)	(53.0, 2.2044062222813574)	(54.0, 2.214858229405274)	(55.0, 2.309259468040664)	(56.0, 2.5534548961769086)	(57.0, 2.6170106227859344)	(58.0, 2.5307721598941066)	(59.0, 2.455087805995271)	(60.0, 2.464190993690857)	(61.0, 2.507415013897139)	(62.0, 2.465851492509001)	(63.0, 2.3377082730350147)	(64.0, 1.921344911613636)	(65.0, 1.5051158947568326)	(66.0, 1.2494743097188188)	(67.0, 1.121841599590217)	(68.0, 1.0389832459430899)	(69.0, 0.9156737439025033)	(70.0, 0.7698910830998514)	(71.0, 0.664559570690659)	(72.0, 0.6057193382982069)	(73.0, 0.49776810687980666)	(74.0, 0.4184671973026191)	(75.0, 0.3882772867513797)	(76.0, 0.36790527697926356)	(77.0, 0.3383548465554)	(78.0, 0.31940688916777626)	(79.0, 0.30963735243189994)	(80.0, 0.3089199524570707)	(81.0, 0.3113677104236228)	(82.0, 0.322319479327757)	(83.0, 0.3301060902905099)	(84.0, 0.34147164045353434)	(85.0, 0.3650974755796511)	(86.0, 0.39205505590722184)	(87.0, 0.40675235127170023)	(88.0, 0.4242681956009571)	(89.0, 0.46076424001333555)	(90.0, 0.49621239682203094)	(91.0, 0.5318137064343416)	(92.0, 0.5509470593210785)	(93.0, 0.5716011926788016)	(94.0, 0.6129739447852438)	(95.0, 0.6628023437860211)	(96.0, 0.6919121240380794)	(97.0, 0.7279191542354059)	(98.0, 0.815791247032463)	(99.0, 1.1172550761556346)	(100.0, 1.3668538426790757)
SRR28499039_1	(0.0, 0.0028579365100420604)	(1.0, 0.002209426358942143)	(2.0, 0.0016633864265225154)	(3.0, 0.0015763569257255569)	(4.0, 0.0013868572062483082)	(5.0, 0.0012843869875680185)	(6.0, 0.001117346494102888)	(7.0, 0.0011215575989801602)	(8.0, 0.0011903389786422727)	(9.0, 0.0014401978680270893)	(10.0, 0.001916052719158847)	(11.0, 0.002672647895442084)	(12.0, 0.00320324710997838)	(13.0, 0.0040398532789297885)	(14.0, 0.006674601230476422)	(15.0, 0.011385423886518248)	(16.0, 0.01908472730379757)	(17.0, 0.023871349847630296)	(18.0, 0.03136009802104601)	(19.0, 0.05150321635066466)	(20.0, 0.08258959255468797)	(21.0, 0.10102159860250835)	(22.0, 0.12792775136502613)	(23.0, 0.19202918980686345)	(24.0, 0.27502866323627256)	(25.0, 0.32083285098636216)	(26.0, 0.3806066773159894)	(27.0, 0.5139681576743225)	(28.0, 0.6702001486211208)	(29.0, 0.7528444855392132)	(30.0, 0.8541636688863822)	(31.0, 1.0495842018210755)	(32.0, 1.2580423154558036)	(33.0, 1.3723990795030072)	(34.0, 1.4815789919544176)	(35.0, 1.6876297573009715)	(36.0, 1.880491342171909)	(37.0, 1.9764820741477027)	(38.0, 2.0823169656249334)	(39.0, 2.2779859537473857)	(40.0, 2.434445344357557)	(41.0, 2.56818722785647)	(42.0, 2.635303817390434)	(43.0, 2.7091385229052736)	(44.0, 2.8307075059056186)	(45.0, 2.9101064846649596)	(46.0, 2.941771185938795)	(47.0, 2.9694971004507553)	(48.0, 3.0448000778661366)	(49.0, 3.0209343428250093)	(50.0, 2.949491544880461)	(51.0, 2.9358812539171173)	(52.0, 2.882866250915512)	(53.0, 2.8359194500420557)	(54.0, 2.8283773612068615)	(55.0, 2.893614394263936)	(56.0, 3.0775610701096885)	(57.0, 3.1231350507931537)	(58.0, 3.049999388687942)	(59.0, 2.923313913261711)	(60.0, 2.696718570920572)	(61.0, 2.543828793544702)	(62.0, 2.4908488830837405)	(63.0, 2.283954493060106)	(64.0, 1.9243724586947109)	(65.0, 1.6990965958817839)	(66.0, 1.468464207664966)	(67.0, 1.310420037919315)	(68.0, 1.2051171493582467)	(69.0, 0.9859544071254926)	(70.0, 0.767027486765866)	(71.0, 0.6619604200779248)	(72.0, 0.5743203090737617)	(73.0, 0.426156795071817)	(74.0, 0.3197562118394062)	(75.0, 0.2738790316047773)	(76.0, 0.24223257845207674)	(77.0, 0.1890968571106562)	(78.0, 0.14925278646353252)	(79.0, 0.13089798400512878)	(80.0, 0.11548534015431257)	(81.0, 0.08901994970228261)	(82.0, 0.06927127152950179)	(83.0, 0.06057533995793472)	(84.0, 0.05368877978196892)	(85.0, 0.0405894362104009)	(86.0, 0.03063298057890368)	(87.0, 0.0268893083430087)	(88.0, 0.023297235882695517)	(89.0, 0.017589785072365943)	(90.0, 0.013266384065033159)	(91.0, 0.00944270083647001)	(92.0, 0.007827040265223247)	(93.0, 0.007390489059612696)	(94.0, 0.0058632616907886475)	(95.0, 0.003826490631814664)	(96.0, 0.0028803957360541785)	(97.0, 0.0022641707223466814)	(98.0, 0.0012815795843165035)	(99.0, 0.0007144841275105151)	(100.0, 0.0005137547950272073)
SRR28499039_2	(0.0, 0.004478930460628635)	(1.0, 0.003242588300856615)	(2.0, 0.0018629428452928386)	(3.0, 0.0017519530377678506)	(4.0, 0.0017842665260346194)	(5.0, 0.0019458339673684628)	(6.0, 0.0023560747749291782)	(7.0, 0.0027649106482174257)	(8.0, 0.002925073155278801)	(9.0, 0.003366222516833817)	(10.0, 0.0042906692681178955)	(11.0, 0.005157513714230777)	(12.0, 0.005541060770614597)	(13.0, 0.006482366733168294)	(14.0, 0.008662824724038946)	(15.0, 0.011925082104710117)	(16.0, 0.0169673912085985)	(17.0, 0.01998659496013267)	(18.0, 0.02495725241612518)	(19.0, 0.036805063135849546)	(20.0, 0.053595432626117046)	(21.0, 0.0635086488526527)	(22.0, 0.07939564560572315)	(23.0, 0.11694391897170839)	(24.0, 0.16855136960228292)	(25.0, 0.19849754361994268)	(26.0, 0.239244852324338)	(27.0, 0.3315869672508557)	(28.0, 0.4486517105699963)	(29.0, 0.5141216476670146)	(30.0, 0.5961838585218825)	(31.0, 0.784386043793178)	(32.0, 0.9882883695593059)	(33.0, 1.086050720909006)	(34.0, 1.1974591988471897)	(35.0, 1.4197296352915667)	(36.0, 1.641328513153704)	(37.0, 1.752065432509648)	(38.0, 1.86177674984669)	(39.0, 2.0785286044688123)	(40.0, 2.2792417294364373)	(41.0, 2.4501435540765595)	(42.0, 2.5273727910341366)	(43.0, 2.6020633117613636)	(44.0, 2.7335019376221266)	(45.0, 2.8188081417121236)	(46.0, 2.8473662406685847)	(47.0, 2.8845197275040064)	(48.0, 2.932156833880586)	(49.0, 2.924911587837467)	(50.0, 2.9071827222531907)	(51.0, 2.9101471335680986)	(52.0, 2.9087632733097175)	(53.0, 2.9099827562582203)	(54.0, 2.9155505107800113)	(55.0, 2.97194176260834)	(56.0, 3.0709910337516213)	(57.0, 3.04486909082362)	(58.0, 2.9760891285806665)	(59.0, 2.935098766247134)	(60.0, 2.9173066786205966)	(61.0, 2.924098130893708)	(62.0, 2.9076913084598246)	(63.0, 2.7469569931495545)	(64.0, 2.315105486609733)	(65.0, 1.9077686781902092)	(66.0, 1.5936787623686726)	(67.0, 1.415808463737108)	(68.0, 1.294514868257838)	(69.0, 1.0839700132514805)	(70.0, 0.8724993065595664)	(71.0, 0.75027985939474)	(72.0, 0.6691828383850579)	(73.0, 0.5251307126260755)	(74.0, 0.4166318535661735)	(75.0, 0.3710880992555717)	(76.0, 0.33225571596455056)	(77.0, 0.2696195312951006)	(78.0, 0.22212994301713035)	(79.0, 0.19844415611758892)	(80.0, 0.18083330501219996)	(81.0, 0.1500427654967868)	(82.0, 0.12631764043761623)	(83.0, 0.1157722037884699)	(84.0, 0.1084019185951017)	(85.0, 0.09415729000654657)	(86.0, 0.08325219018364838)	(87.0, 0.0792214337559371)	(88.0, 0.07490126086809737)	(89.0, 0.06893731488146984)	(90.0, 0.06559497624726798)	(91.0, 0.06347633536438593)	(92.0, 0.06305626001691794)	(93.0, 0.06254205407319458)	(94.0, 0.062300405378330044)	(95.0, 0.063782611035784)	(96.0, 0.06499225944437913)	(97.0, 0.06767427897052092)	(98.0, 0.0750543987037964)	(99.0, 0.1124762279852595)	(100.0, 0.14519995705958888)
SRR28499042_1	(0.0, 0.0029330793503881034)	(1.0, 0.0022799260320840856)	(2.0, 0.0016892364406864819)	(3.0, 0.001588751314793556)	(4.0, 0.0014258024619942169)	(5.0, 0.0014067917625009607)	(6.0, 0.0014651817680873904)	(7.0, 0.0017340473752063001)	(8.0, 0.0019255122772455235)	(9.0, 0.0023084420813239705)	(10.0, 0.0031815763509070957)	(11.0, 0.00465218974742113)	(12.0, 0.005632598678430488)	(13.0, 0.006869652052598803)	(14.0, 0.01081437219744947)	(15.0, 0.017434169342422617)	(16.0, 0.02762797799212794)	(17.0, 0.033909656267542464)	(18.0, 0.04342043764259722)	(19.0, 0.06815743140464356)	(20.0, 0.10503683051445398)	(21.0, 0.1266900172372728)	(22.0, 0.15794224929707937)	(23.0, 0.2316426575111138)	(24.0, 0.32579314675146526)	(25.0, 0.37749545983758886)	(26.0, 0.443366175674615)	(27.0, 0.5884721290924264)	(28.0, 0.7610159535074333)	(29.0, 0.8543245403416548)	(30.0, 0.9572634043763174)	(31.0, 1.1646117458421563)	(32.0, 1.386071457960418)	(33.0, 1.5031216926475033)	(34.0, 1.6169251714425619)	(35.0, 1.8346302704109054)	(36.0, 2.041969106526998)	(37.0, 2.1454063224698046)	(38.0, 2.2474000831582313)	(39.0, 2.436470994968411)	(40.0, 2.5873317587042526)	(41.0, 2.701098574007431)	(42.0, 2.751081776696522)	(43.0, 2.8102131995631883)	(44.0, 2.911108413402326)	(45.0, 2.963085023723995)	(46.0, 2.9732978430731936)	(47.0, 2.9736984256696584)	(48.0, 2.9899213418729396)	(49.0, 2.939545704030024)	(50.0, 2.8733477325802923)	(51.0, 2.8689752716968435)	(52.0, 2.8393919074711236)	(53.0, 2.8238099234221865)	(54.0, 2.833438842715521)	(55.0, 2.8899698734729315)	(56.0, 3.0312709711778787)	(57.0, 3.040928406520453)	(58.0, 2.9658157749154905)	(59.0, 2.838234970616248)	(60.0, 2.5925501957151513)	(61.0, 2.371489708286248)	(62.0, 2.268533191459199)	(63.0, 2.0728492720395795)	(64.0, 1.7315243838021237)	(65.0, 1.4959899645233188)	(66.0, 1.2757360739157724)	(67.0, 1.1453756337691943)	(68.0, 1.0564707396818749)	(69.0, 0.860892737016575)	(70.0, 0.6633145371831629)	(71.0, 0.5724094459277317)	(72.0, 0.5010392063087278)	(73.0, 0.37718314120305685)	(74.0, 0.2864695148496647)	(75.0, 0.2482417139829398)	(76.0, 0.2228434194599495)	(77.0, 0.17752870140355995)	(78.0, 0.14278393226542085)	(79.0, 0.12795558666068102)	(80.0, 0.11395149066968449)	(81.0, 0.09094582846863113)	(82.0, 0.07373435589170094)	(83.0, 0.06552444952482757)	(84.0, 0.058812314696601455)	(85.0, 0.046555845151877835)	(86.0, 0.03706000075499635)	(87.0, 0.03310849107461238)	(88.0, 0.029651259581053066)	(89.0, 0.023715847617837144)	(90.0, 0.018730970629284027)	(91.0, 0.01444677370776807)	(92.0, 0.012669273305148613)	(93.0, 0.011322229455340744)	(94.0, 0.00851679337297879)	(95.0, 0.005894674750016091)	(96.0, 0.004730948359607478)	(97.0, 0.0037451078001714765)	(98.0, 0.002142777414311309)	(99.0, 0.0011379261553820512)	(100.0, 0.0007495647228769598)
SRR28499042_2	(0.0, 0.003983326003850458)	(1.0, 0.0031790528134413615)	(2.0, 0.002905980328184219)	(3.0, 0.0040566887610837205)	(4.0, 0.004676196488831268)	(5.0, 0.005442429731045339)	(6.0, 0.006796923600703902)	(7.0, 0.007701730939914136)	(8.0, 0.008018277651679877)	(9.0, 0.008538609800204683)	(10.0, 0.00976403955991584)	(11.0, 0.01125167324825699)	(12.0, 0.012034209325411785)	(13.0, 0.013250129098074187)	(14.0, 0.016347667736811924)	(15.0, 0.02070731751387745)	(16.0, 0.027106180228111985)	(17.0, 0.031027012031356327)	(18.0, 0.03740821334107174)	(19.0, 0.052250585985023405)	(20.0, 0.07317527463144385)	(21.0, 0.08563879194362806)	(22.0, 0.1046750688760812)	(23.0, 0.14907583983714554)	(24.0, 0.21016392092962025)	(25.0, 0.24588750799348374)	(26.0, 0.29408140521742343)	(27.0, 0.40121140932166216)	(28.0, 0.5353457009356333)	(29.0, 0.6105438856693055)	(30.0, 0.7048870329017022)	(31.0, 0.9160725981542747)	(32.0, 1.1402990727898485)	(33.0, 1.2476831294052466)	(34.0, 1.3650852780917206)	(35.0, 1.6033675135853562)	(36.0, 1.8375346418260372)	(37.0, 1.9508216832595564)	(38.0, 2.06514531328139)	(39.0, 2.2865011303978178)	(40.0, 2.4729009522621745)	(41.0, 2.6226886825583984)	(42.0, 2.6931087780848597)	(43.0, 2.7658968603864613)	(44.0, 2.884991786767614)	(45.0, 2.956512323652574)	(46.0, 2.981726016457984)	(47.0, 2.9965031777621722)	(48.0, 3.0153900120410024)	(49.0, 2.982986769026733)	(50.0, 2.9464738530378227)	(51.0, 2.9320091627366645)	(52.0, 2.898573406842816)	(53.0, 2.8739493332344295)	(54.0, 2.8682963252187332)	(55.0, 2.9049478153046393)	(56.0, 2.9530126484186314)	(57.0, 2.8930263672542345)	(58.0, 2.8216267430617514)	(59.0, 2.7551967663870323)	(60.0, 2.6760967698242135)	(61.0, 2.609089401078677)	(62.0, 2.554752052221241)	(63.0, 2.39370449725929)	(64.0, 1.9961123172944684)	(65.0, 1.6313119312433373)	(66.0, 1.3559543319553362)	(67.0, 1.2088524937155967)	(68.0, 1.104834972515458)	(69.0, 0.9197203574722618)	(70.0, 0.7325366409611717)	(71.0, 0.6264500182931394)	(72.0, 0.5584386666291702)	(73.0, 0.43854354276634383)	(74.0, 0.3527716110040332)	(75.0, 0.3188834514405796)	(76.0, 0.28973669970572025)	(77.0, 0.24198026188602334)	(78.0, 0.20107101474143094)	(79.0, 0.178771453681676)	(80.0, 0.16344814740697294)	(81.0, 0.13674682091322232)	(82.0, 0.11594304495927892)	(83.0, 0.10651728922438312)	(84.0, 0.09966738141012185)	(85.0, 0.0868465602988201)	(86.0, 0.07795879811696822)	(87.0, 0.07504194923215685)	(88.0, 0.0722731844313904)	(89.0, 0.06825996989681528)	(90.0, 0.06698427306270356)	(91.0, 0.06762280076454862)	(92.0, 0.06829257556669673)	(93.0, 0.07014158876289062)	(94.0, 0.0761614105647533)	(95.0, 0.08460627906404881)	(96.0, 0.08888033895767553)	(97.0, 0.09754937143740601)	(98.0, 0.12225495922049624)	(99.0, 0.2233406872704612)	(100.0, 0.30838986001706636)
